loan_id,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
L_0047,2023-12-01,2023-06-04,6,354,440100.0,435760.98,7.82,760+,80-90%,>40%,OH,Purchase,Primary,Single Family,Servicer A,60 Days Delinquent,60,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,0,Delinquent,0,None
L_0047,2023-12-31,2023-06-04,7,353,440100.0,432622.25,7.82,760+,80-90%,>40%,OH,Purchase,Primary,Single Family,Servicer A,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0047,2024-01-30,2023-06-04,8,352,440100.0,434661.63,7.82,760+,80-90%,>40%,OH,Purchase,Primary,Single Family,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0047,2024-02-29,2023-06-04,9,351,440100.0,434703.48,7.82,760+,80-90%,>40%,OH,Purchase,Primary,Single Family,Servicer A,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0047,2024-03-30,2023-06-04,10,350,440100.0,430575.33,7.82,760+,80-90%,>40%,OH,Purchase,Primary,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System1,Pending,0,0,0,0,Current,0,None
L_0047,2024-04-29,2023-06-04,11,349,440100.0,431233.04,7.82,760+,80-90%,>40%,OH,Purchase,Primary,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0048,2023-03-07,2023-03-07,0,360,460000.0,457256.51,7.8,640-699,80-90%,20-30%,OH,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0048,2023-04-06,2023-03-07,1,359,460000.0,457706.52,7.8,640-699,80-90%,20-30%,OH,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0048,2023-05-06,2023-03-07,2,358,460000.0,458288.65,7.8,640-699,80-90%,20-30%,OH,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System1,Pending,0,0,0,0,Current,0,None
L_0048,2023-06-05,2023-03-07,3,357,460000.0,457716.57,7.8,640-699,80-90%,20-30%,OH,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0048,2023-07-05,2023-03-07,4,356,460000.0,459630.73,7.8,640-699,80-90%,20-30%,OH,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0048,2023-08-04,2023-03-07,5,355,460000.0,456022.4,7.8,640-699,80-90%,20-30%,OH,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0048,2023-09-03,2023-03-07,6,354,460000.0,453584.72,7.8,640-699,80-90%,20-30%,OH,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System2,Pending,0,0,0,0,Current,0,None
L_0048,2023-10-03,2023-03-07,7,353,460000.0,450789.74,7.8,640-699,80-90%,20-30%,OH,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0048,2023-11-02,2023-03-07,8,352,460000.0,451274.83,7.8,640-699,80-90%,20-30%,OH,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0048,2023-12-02,2023-03-07,9,351,460000.0,452086.54,7.8,640-699,80-90%,20-30%,OH,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,>50%,2026-08-27,System1,Complete,0,0,0,1,Current,0,None
L_0048,2024-01-01,2023-03-07,10,350,460000.0,452284.53,7.8,640-699,80-90%,20-30%,OH,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0048,2024-01-31,2023-03-07,11,349,460000.0,450511.15,7.8,640-699,80-90%,20-30%,OH,Purchase,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0049,2023-06-18,2023-06-18,0,360,188600.0,187675.44,7.19,<640,60-80%,30-40%,OH,Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System1,Pending,0,0,0,0,Current,0,None
L_0049,2023-07-18,2023-06-18,1,359,188600.0,186218.35,7.19,<640,60-80%,30-40%,OH,Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0049,2023-08-17,2023-06-18,2,358,188600.0,187923.37,7.19,<640,60-80%,30-40%,OH,Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0049,2023-09-16,2023-06-18,3,357,188600.0,186582.24,7.19,<640,60-80%,30-40%,OH,Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0049,2023-10-16,2023-06-18,4,356,188600.0,185099.13,7.19,<640,60-80%,30-40%,OH,Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,>50%,2026-08-27,System2,Complete,0,1,0,0,Current,0,None
L_0049,2023-11-15,2023-06-18,5,355,188600.0,186399.12,7.19,<640,60-80%,30-40%,OH,Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0049,2023-12-15,2023-06-18,6,354,188600.0,185023.85,7.19,<640,60-80%,30-40%,OH,Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0049,2024-01-14,2023-06-18,7,353,188600.0,184478.14,7.19,<640,60-80%,30-40%,OH,Refinance,Primary,Single Family,Servicer C,30 Days Delinquent,30,0,0,0,>50%,2026-08-27,System1,Complete,1,0,0,0,Delinquent,0,None
L_0049,2024-02-13,2023-06-18,8,352,188600.0,184299.31,7.19,<640,60-80%,30-40%,OH,Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0049,2024-03-14,2023-06-18,9,351,188600.0,186478.6,7.19,<640,60-80%,30-40%,OH,Refinance,Primary,Single Family,Servicer C,Prepaid,0,0,1,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0049,2024-04-13,2023-06-18,10,350,188600.0,181554.33,7.19,<640,60-80%,30-40%,OH,Refinance,Primary,Single Family,Servicer C,90 Days Delinquent,90,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Delinquent,0,None
L_0049,2024-05-13,2023-06-18,11,349,188600.0,183266.67,7.19,<640,60-80%,30-40%,OH,Refinance,Primary,Single Family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0050,2023-04-22,2023-04-22,0,360,777200.0,778596.07,4.12,760+,<60%,<20%,GA,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,>50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0050,2023-05-22,2023-04-22,1,359,777200.0,763962.5,4.12,760+,<60%,<20%,GA,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0050,2023-06-21,2023-04-22,2,358,777200.0,767898.52,4.12,760+,<60%,<20%,GA,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0050,2023-07-21,2023-04-22,3,357,777200.0,770449.19,4.12,760+,<60%,<20%,GA,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0050,2023-08-20,2023-04-22,4,356,777200.0,773383.98,4.12,760+,<60%,<20%,GA,Refinance,Primary,Single Family,Servicer D,30 Days Delinquent,30,0,0,0,25-50%,2026-08-27,System1,Pending,0,0,0,0,Delinquent,0,None
L_0050,2023-09-19,2023-04-22,5,355,777200.0,762613.47,4.12,760+,<60%,<20%,GA,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0050,2023-10-19,2023-04-22,6,354,777200.0,759585.97,4.12,760+,<60%,<20%,GA,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Pending,0,0,0,0,Current,0,None
L_0050,2023-11-18,2023-04-22,7,353,777200.0,776189.17,4.12,760+,<60%,<20%,GA,Refinance,Primary,Single Family,Servicer D,30 Days Delinquent,30,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Delinquent,0,None
L_0050,2023-12-18,2023-04-22,8,352,777200.0,766520.33,4.12,760+,<60%,<20%,GA,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System3,Pending,0,0,0,0,Current,0,None
L_0050,2024-01-17,2023-04-22,9,351,777200.0,762846.33,4.12,760+,<60%,<20%,GA,Refinance,Primary,Single Family,Servicer D,Current,0,1,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0050,2024-02-16,2023-04-22,10,350,777200.0,765729.39,4.12,760+,<60%,<20%,GA,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0050,2024-03-17,2023-04-22,11,349,777200.0,767830.47,4.12,760+,<60%,<20%,GA,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0051,2023-01-13,2023-01-13,0,360,631300.0,634296.36,4.62,700-759,60-80%,30-40%,CA,Purchase,Investment,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System1,Pending,0,0,0,0,Current,0,None
L_0051,2023-02-12,2023-01-13,1,359,631300.0,639281.07,4.62,700-759,60-80%,30-40%,CA,Purchase,Investment,Single Family,Servicer A,Current,0,0,0,0,25-50%,2026-08-27,System1,Pending,0,0,0,0,Current,0,None
L_0051,2023-03-14,2023-01-13,2,358,631300.0,632972.01,4.62,700-759,60-80%,30-40%,CA,Purchase,Investment,Single Family,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0051,2023-04-13,2023-01-13,3,357,631300.0,622281.87,4.62,700-759,60-80%,30-40%,CA,Purchase,Investment,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System1,Pending,0,0,0,0,Current,0,None
L_0051,2023-05-13,2023-01-13,4,356,631300.0,624772.17,4.62,700-759,60-80%,30-40%,CA,Purchase,Investment,Single Family,Servicer A,30 Days Delinquent,30,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Delinquent,0,None
L_0051,2023-06-12,2023-01-13,5,355,631300.0,622444.02,4.62,700-759,60-80%,30-40%,CA,Purchase,Investment,Single Family,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0051,2023-07-12,2023-01-13,6,354,631300.0,615803.11,4.62,700-759,60-80%,30-40%,CA,Purchase,Investment,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0051,2023-08-11,2023-01-13,7,353,631300.0,626625.07,4.62,700-759,60-80%,30-40%,CA,Purchase,Investment,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0051,2023-09-10,2023-01-13,8,352,631300.0,621293.52,4.62,700-759,60-80%,30-40%,CA,Purchase,Investment,Single Family,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0051,2023-10-10,2023-01-13,9,351,631300.0,613893.42,4.62,700-759,60-80%,30-40%,CA,Purchase,Investment,Single Family,Servicer A,Current,0,0,0,0,25-50%,2026-08-27,System2,Pending,0,0,0,0,Current,0,None
L_0051,2023-11-09,2023-01-13,10,350,631300.0,616575.89,4.62,700-759,60-80%,30-40%,CA,Purchase,Investment,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0051,2023-12-09,2023-01-13,11,349,631300.0,624615.26,4.62,700-759,60-80%,30-40%,CA,Purchase,Investment,Single Family,Servicer A,Current,0,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,1,Current,0,None
L_0052,2023-05-17,2023-05-17,0,360,754600.0,753467.22,7.18,700-759,60-80%,20-30%,NY,Purchase,Primary,Multi-family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0052,2023-06-16,2023-05-17,1,359,754600.0,743571.69,7.18,700-759,60-80%,20-30%,NY,Purchase,Primary,Multi-family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0052,2023-07-16,2023-05-17,2,358,754600.0,755392.27,7.18,700-759,60-80%,20-30%,NY,Purchase,Primary,Multi-family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0052,2023-08-15,2023-05-17,3,357,754600.0,749641.89,7.18,700-759,60-80%,20-30%,NY,Purchase,Primary,Multi-family,Servicer C,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0052,2023-09-14,2023-05-17,4,356,754600.0,759247.48,7.18,700-759,60-80%,20-30%,NY,Purchase,Primary,Multi-family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System2,Pending,0,0,0,0,Current,0,None
L_0052,2023-10-14,2023-05-17,5,355,754600.0,743920.6,7.18,700-759,60-80%,20-30%,NY,Purchase,Primary,Multi-family,Servicer C,Current,0,0,0,0,25-50%,2026-08-27,System2,Pending,0,0,0,0,Current,0,None
L_0052,2023-11-13,2023-05-17,6,354,754600.0,755389.08,7.18,700-759,60-80%,20-30%,NY,Purchase,Primary,Multi-family,Servicer C,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0052,2023-12-13,2023-05-17,7,353,754600.0,737529.49,7.18,700-759,60-80%,20-30%,NY,Purchase,Primary,Multi-family,Servicer C,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0052,2024-01-12,2023-05-17,8,352,754600.0,743153.87,7.18,700-759,60-80%,20-30%,NY,Purchase,Primary,Multi-family,Servicer C,Current,0,0,0,0,>50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0052,2024-02-11,2023-05-17,9,351,754600.0,746930.48,7.18,700-759,60-80%,20-30%,NY,Purchase,Primary,Multi-family,Servicer C,Current,0,1,0,0,>50%,2026-08-27,System3,Pending,0,0,0,0,Current,0,None
L_0052,2024-03-12,2023-05-17,10,350,754600.0,750738.35,7.18,700-759,60-80%,20-30%,NY,Purchase,Primary,Multi-family,Servicer C,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0052,2024-04-11,2023-05-17,11,349,754600.0,743064.55,7.18,700-759,60-80%,20-30%,NY,Purchase,Primary,Multi-family,Servicer C,Prepaid,0,0,1,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0053,2023-06-13,2023-06-13,0,360,721100.0,721902.78,4.24,760+,80-90%,>40%,PA,Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0053,2023-07-13,2023-06-13,1,359,721100.0,728181.54,4.24,760+,80-90%,>40%,PA,Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0053,2023-08-12,2023-06-13,2,358,721100.0,721943.59,4.24,760+,80-90%,>40%,PA,Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0053,2023-09-11,2023-06-13,3,357,721100.0,709767.12,4.24,760+,80-90%,>40%,PA,Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0053,2023-10-11,2023-06-13,4,356,721100.0,721171.85,4.24,760+,80-90%,>40%,PA,Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,25-50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0053,2023-11-10,2023-06-13,5,355,721100.0,713799.19,4.24,760+,80-90%,>40%,PA,Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0053,2023-12-10,2023-06-13,6,354,721100.0,709746.8,4.24,760+,80-90%,>40%,PA,Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0053,2024-01-09,2023-06-13,7,353,721100.0,697714.75,4.24,760+,80-90%,>40%,PA,Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0053,2024-02-08,2023-06-13,8,352,721100.0,702483.51,4.24,760+,80-90%,>40%,PA,Refinance,Primary,Single Family,Servicer A,Current,0,1,0,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0053,2024-03-09,2023-06-13,9,351,721100.0,708104.05,4.24,760+,80-90%,>40%,PA,Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0053,2024-04-08,2023-06-13,10,350,721100.0,703378.59,4.24,760+,80-90%,>40%,PA,Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,25-50%,2026-08-27,System3,Pending,0,0,0,0,Current,0,None
L_0053,2024-05-08,2023-06-13,11,349,721100.0,700818.97,4.24,760+,80-90%,>40%,PA,Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0054,2023-03-27,2023-03-27,0,360,498400.0,495561.86,3.43,<640,60-80%,20-30%,NC,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0054,2023-04-26,2023-03-27,1,359,498400.0,496786.31,3.43,<640,60-80%,20-30%,NC,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0054,2023-05-26,2023-03-27,2,358,498400.0,497158.67,3.43,<640,60-80%,20-30%,NC,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0054,2023-06-25,2023-03-27,3,357,498400.0,486782.58,3.43,<640,60-80%,20-30%,NC,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System3,Complete,0,1,0,0,Current,0,None
L_0054,2023-07-25,2023-03-27,4,356,498400.0,495737.05,3.43,<640,60-80%,20-30%,NC,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,>50%,2026-08-27,System2,Complete,0,1,0,0,Current,0,None
L_0054,2023-08-24,2023-03-27,5,355,498400.0,489352.55,3.43,<640,60-80%,20-30%,NC,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0054,2023-09-23,2023-03-27,6,354,498400.0,487429.18,3.43,<640,60-80%,20-30%,NC,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,1,0,0,0,Current,0,None
L_0054,2023-10-23,2023-03-27,7,353,498400.0,482402.11,3.43,<640,60-80%,20-30%,NC,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,1,0,0,0,Current,0,None
L_0054,2023-11-22,2023-03-27,8,352,498400.0,491018.34,3.43,<640,60-80%,20-30%,NC,Refinance,Primary,Single Family,Servicer D,30 Days Delinquent,30,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Delinquent,0,None
L_0054,2023-12-22,2023-03-27,9,351,498400.0,485176.68,3.43,<640,60-80%,20-30%,NC,Refinance,Primary,Single Family,Servicer D,60 Days Delinquent,60,0,0,0,>50%,2026-08-27,System3,Pending,0,1,0,0,Delinquent,0,None
L_0054,2024-01-21,2023-03-27,10,350,498400.0,488447.37,3.43,<640,60-80%,20-30%,NC,Refinance,Primary,Single Family,Servicer D,Charged Off,120,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,1,High DPD
L_0054,2024-02-20,2023-03-27,11,349,498400.0,493430.61,3.43,<640,60-80%,20-30%,NC,Refinance,Primary,Single Family,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0055,2023-03-31,2023-03-31,0,360,741400.0,738540.62,5.56,700-759,<60%,<20%,TX,Purchase,Investment,Condo,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System3,Complete,1,0,0,0,Current,0,None
L_0055,2023-04-30,2023-03-31,1,359,741400.0,743132.16,5.56,700-759,<60%,<20%,TX,Purchase,Investment,Condo,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,1,0,0,Current,0,None
L_0055,2023-05-30,2023-03-31,2,358,741400.0,732138.93,5.56,700-759,<60%,<20%,TX,Purchase,Investment,Condo,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0055,2023-06-29,2023-03-31,3,357,741400.0,737488.7,5.56,700-759,<60%,<20%,TX,Purchase,Investment,Condo,Servicer D,90 Days Delinquent,90,0,0,0,10-25%,2026-08-27,System2,Pending,0,0,0,0,Delinquent,0,None
L_0055,2023-07-29,2023-03-31,4,356,741400.0,730646.42,5.56,700-759,<60%,<20%,TX,Purchase,Investment,Condo,Servicer D,Current,0,0,0,0,10-25%,2026-08-27,System3,Complete,1,0,0,0,Current,0,None
L_0055,2023-08-28,2023-03-31,5,355,741400.0,732255.91,5.56,700-759,<60%,<20%,TX,Purchase,Investment,Condo,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0055,2023-09-27,2023-03-31,6,354,741400.0,740466.26,5.56,700-759,<60%,<20%,TX,Purchase,Investment,Condo,Servicer D,30 Days Delinquent,30,0,0,0,25-50%,2026-08-27,System1,Complete,0,0,0,0,Delinquent,0,None
L_0055,2023-10-27,2023-03-31,7,353,741400.0,733324.9,5.56,700-759,<60%,<20%,TX,Purchase,Investment,Condo,Servicer D,60 Days Delinquent,60,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Delinquent,0,None
L_0055,2023-11-26,2023-03-31,8,352,741400.0,722759.18,5.56,700-759,<60%,<20%,TX,Purchase,Investment,Condo,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0055,2023-12-26,2023-03-31,9,351,741400.0,738092.65,5.56,700-759,<60%,<20%,TX,Purchase,Investment,Condo,Servicer D,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0055,2024-01-25,2023-03-31,10,350,741400.0,720339.31,5.56,700-759,<60%,<20%,TX,Purchase,Investment,Condo,Servicer D,Current,0,0,0,0,>50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0055,2024-02-24,2023-03-31,11,349,741400.0,723885.56,5.56,700-759,<60%,<20%,TX,Purchase,Investment,Condo,Servicer D,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,1,0,0,Current,0,None
L_0056,2023-02-27,2023-02-27,0,360,116400.0,115154.11,7.65,<640,60-80%,<20%,CA,Cash-out Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0056,2023-03-29,2023-02-27,1,359,116400.0,117228.79,7.65,<640,60-80%,<20%,CA,Cash-out Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0056,2023-04-28,2023-02-27,2,358,116400.0,113689.56,7.65,<640,60-80%,<20%,CA,Cash-out Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System2,Pending,1,0,0,0,Current,0,None
L_0056,2023-05-28,2023-02-27,3,357,116400.0,113430.68,7.65,<640,60-80%,<20%,CA,Cash-out Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0056,2023-06-27,2023-02-27,4,356,116400.0,113894.55,7.65,<640,60-80%,<20%,CA,Cash-out Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,25-50%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0056,2023-07-27,2023-02-27,5,355,116400.0,116072.47,7.65,<640,60-80%,<20%,CA,Cash-out Refinance,Primary,Single Family,Servicer A,60 Days Delinquent,60,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Delinquent,0,None
L_0056,2023-08-26,2023-02-27,6,354,116400.0,115270.57,7.65,<640,60-80%,<20%,CA,Cash-out Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0056,2023-09-25,2023-02-27,7,353,116400.0,115805.05,7.65,<640,60-80%,<20%,CA,Cash-out Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,25-50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0056,2023-10-25,2023-02-27,8,352,116400.0,116264.84,7.65,<640,60-80%,<20%,CA,Cash-out Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,10-25%,2026-08-27,System3,Pending,0,0,0,0,Current,0,None
L_0056,2023-11-24,2023-02-27,9,351,116400.0,113709.91,7.65,<640,60-80%,<20%,CA,Cash-out Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,10-25%,2026-08-27,System1,Complete,0,0,0,0,Current,0,None
L_0056,2023-12-24,2023-02-27,10,350,116400.0,113576.91,7.65,<640,60-80%,<20%,CA,Cash-out Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,0-10%,2026-08-27,System3,Complete,0,0,0,0,Current,0,None
L_0056,2024-01-23,2023-02-27,11,349,116400.0,113862.75,7.65,<640,60-80%,<20%,CA,Cash-out Refinance,Primary,Single Family,Servicer A,Current,0,0,0,0,>50%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
L_0057,2023-02-23,2023-02-23,0,360,197000.0,198088.93,6.33,700-759,60-80%,20-30%,MI,Purchase,Primary,Single Family,Servicer C,Current,0,0,0,0,0-10%,2026-08-27,System2,Complete,0,0,0,0,Current,0,None
